upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score,sale_price,price_per_m2
3/04/05/01/0034,Gasabo,SectorD,Mixed-use,C2,1180,3.672754436104844,84.20008278259627,7.2791981141447355,0.4981494936752395,92464251.80102074,78359.53542459385
3/05/05/01/0795,Gasabo,SectorC,Residential,C2,827,14.355114535369722,66.92582349567519,11.833905359233192,0.8196576665394919,58487898.89385993,70722.97326947996
3/03/05/01/4813,Huye,SectorB,Residential,R3,285,5.514657042595863,250.51339589041518,2.626408392743963,0.8234772694496273,11675696.956145376,40967.35774086097
3/03/05/01/3643,Gasabo,SectorA,Mixed-use,C2,1295,10.9838865472109,71.13329595749502,1.6467648929332535,0.809480780903119,106424281.57791072,82180.91241537507
3/00/05/01/1160,Gasabo,SectorC,Agricultural,R3,845,9.22913567092921,254.95253993297072,6.61911505125103,0.21436629100012078,32079697.218218617,37964.13871978535
3/04/05/01/4074,Rubavu,SectorA,Commercial,R2,1171,12.178884787742762,58.71387530882519,8.481086376616037,0.2240181162757498,65114261.17433994,55605.68844947903
3/09/05/01/0659,Musanze,SectorA,Residential,C2,1245,3.7399769613950866,246.97472908874246,9.731206708425272,0.5351758190236195,51447942.619761646,41323.6486905716
3/09/05/01/2869,Huye,SectorA,Mixed-use,C1,652,6.40495106832416,135.54847865430156,7.85400859588856,0.3027169374418013,27526059.673045095,42217.88293411824
3/07/05/01/1397,Musanze,SectorB,Mixed-use,R2,1181,14.308564846400463,192.1045327682035,5.308585008177255,0.6826604525156788,56753403.07930709,48055.37940669525
3/02/05/01/3862,Rubavu,SectorA,Agricultural,R2,512,8.595409366638561,148.1390193459952,13.815788106547712,0.6419518086834387,13878422.011205139,27106.292990635036
3/04/05/01/2094,Rubavu,SectorB,Commercial,C1,476,10.626154207707625,110.05124035809304,3.6166567152782774,0.3779131484096258,27621792.941336308,58028.97676751325
3/00/05/01/1090,Musanze,SectorD,Mixed-use,A1,1434,12.934025845967666,152.58787294622763,10.18351263345311,0.5135741922195705,66990970.02450038,46716.1576182011
3/03/05/01/0363,Nyarugenge,SectorC,Agricultural,R2,1235,7.953735919451251,88.86085741361742,2.007425444995397,0.7036461575133892,61847480.83721975,50078.9318519998
3/02/05/01/1152,Nyarugenge,SectorA,Commercial,R3,1474,11.66042366810622,129.89909097490124,0.06756721470432991,0.450620808910543,157282894.0174636,106704.81276625753
3/08/05/01/1318,Musanze,SectorA,Commercial,R1,1243,11.555127582179937,37.566299103730465,7.017036180560088,0.2566973605238989,64772180.15781054,52109.5576490833
3/09/05/01/1299,Rubavu,SectorA,Agricultural,R1,331,5.063971482406645,164.65047647782217,0.3557454045868591,0.2638312989072003,8349160.819527849,25224.05081428353
3/09/05/01/3709,Kicukiro,SectorD,Residential,C1,1350,3.2234225464299495,299.7454374838704,4.426642018224073,0.5244107977794253,88718744.64106849,65717.5886230137
3/05/05/01/0595,Gasabo,SectorB,Residential,R3,1064,8.083043160473817,52.76728695650304,9.871533270847381,0.9981995112081605,78602286.95537618,73874.32984527836
3/09/05/01/2109,Gasabo,SectorA,Mixed-use,R3,969,5.235371576865978,209.58660745461592,0.1336917625762335,0.35090520809279024,73070915.03213255,75408.58104451244
3/02/05/01/4722,Huye,SectorB,Mixed-use,C2,1107,6.903308650567016,169.91236461005445,14.22559982246716,0.3978237980886399,47047595.229394324,42500.08602474645
3/08/05/01/4248,Gasabo,SectorA,Residential,C1,526,3.3650609987579774,50.654753672814884,11.584201435856354,0.41322028264091015,35112623.92600601,66754.0378821407
3/00/05/01/2500,Nyarugenge,SectorD,Agricultural,C2,737,13.878274187453373,132.07135087990002,3.052426508104669,0.6445312585190288,36023346.5407685,48878.35351528968
3/03/05/01/4633,Huye,SectorA,Agricultural,A1,1366,14.432910355592082,99.02392808180304,9.668897445165001,0.4533816349650602,30589969.129584506,22393.828059725114
3/06/05/01/1836,Nyarugenge,SectorB,Mixed-use,R2,804,11.613069562089027,180.95164342515918,4.115736655061256,0.40239979240947765,72062202.77548844,89629.6054421498
3/05/05/01/4115,Huye,SectorB,Agricultural,C1,649,14.865797274169749,83.3872315636081,12.643876648784095,0.5253032095220969,14778742.975257868,22771.56082474248
3/05/05/01/3985,Nyarugenge,SectorB,Commercial,C1,606,6.089407048454081,107.63095446161331,7.020010516219839,0.7156444799714772,68837543.27180609,113593.30572905295
3/08/05/01/1628,Rubavu,SectorD,Mixed-use,A1,1158,13.84923556293417,46.19448741182716,8.276689255885431,0.41924336594363826,57667856.33474485,49799.53051359659
3/05/05/01/1485,Musanze,SectorD,Residential,R2,697,14.283841738538856,103.98457794502798,4.878317870619513,0.9387077343925789,30573661.628315747,43864.6508297213
3/05/05/01/1365,Musanze,SectorC,Residential,C2,1031,12.094393367949685,95.50431351747987,0.5405606624878118,0.9462232997501876,46095390.332051255,44709.398964162225
3/07/05/01/3257,Gasabo,SectorD,Residential,C1,1091,10.262560951117493,271.9735916618358,2.6813775520659657,0.5865889249961216,73649009.23959589,67505.96630577075
3/05/05/01/3175,Rubavu,SectorA,Commercial,R2,1442,4.572174742561317,108.24292913856338,3.4658192931826184,0.9889415097782772,95282462.11156476,66076.6034060782
3/05/05/01/2065,Rubavu,SectorB,Residential,R2,1383,14.498467655836116,174.1195639940897,2.2655248874538914,0.4491540194658392,59515210.09418544,43033.41293867349
3/03/05/01/0113,Rubavu,SectorC,Residential,R1,766,4.183538692279576,184.3288461693063,5.6895854757832325,0.7953997214746311,35835687.061792575,46782.88128171355
3/00/05/01/0160,Gasabo,SectorA,Mixed-use,C2,1393,2.481677313600176,211.20226772167837,2.8383230967750883,0.9053097062162803,118020966.83849114,84724.31215972085
3/08/05/01/2518,Musanze,SectorD,Residential,R2,798,1.4362729448070464,85.04029905559706,3.2731961571210655,0.23970468854290497,31461006.573873512,39424.82026801192
3/02/05/01/4872,Gasabo,SectorA,Agricultural,C2,511,9.878274780499856,242.36394893015228,14.455846458361973,0.20543702779721143,19161902.74414049,37498.83120184049
3/00/05/01/0180,Rubavu,SectorB,Commercial,R2,305,3.3447561516269766,35.84751289864808,9.54645374315455,0.7651805811895209,19307511.314107385,63303.315783958635
3/05/05/01/3775,Kicukiro,SectorA,Residential,A1,386,6.215631573815326,212.56418608604093,5.0432714542652555,0.9833325010841134,27516134.961676612,71285.3237349135
3/01/05/01/4431,Rubavu,SectorC,Mixed-use,A1,577,11.916960347543016,60.19138072818616,8.214645195537717,0.7089599541645328,30230551.88404847,52392.637580673254
3/00/05/01/3510,Rubavu,SectorB,Mixed-use,R1,1182,10.552853147513204,99.04553037300046,10.87906804741536,0.40180164072576163,58152953.39787114,49198.77614033091
3/00/05/01/4430,Kicukiro,SectorB,Residential,A1,860,14.275196666050487,7.894214598192917,8.817676446789918,0.8927847431826788,59991949.582300566,69758.08090965182
3/00/05/01/3630,Gasabo,SectorC,Commercial,R2,1288,1.5452672245926926,47.97074779978438,4.837941817163388,0.47636941845062303,118271533.94517,91825.72511270962
3/06/05/01/4506,Huye,SectorB,Commercial,R2,816,4.5697810268348915,64.34714236261127,7.340793919853621,0.2089276457745685,39905821.23217097,48904.19268648403
3/08/05/01/4108,Musanze,SectorC,Agricultural,C1,1054,3.638459777120521,245.5985203765446,12.895876317372357,0.7664023997166161,27508613.43943908,26099.253737608236
3/05/05/01/0875,Gasabo,SectorD,Commercial,C1,992,7.493337545441268,56.323332858932055,5.062155685694578,0.21446487376454837,86396100.38286611,87092.84312788922
3/05/05/01/2865,Nyarugenge,SectorA,Residential,A1,1401,1.1038843103291025,274.40704660617195,6.125799900265509,0.57484910090673,115570743.24289623,82491.60831041844
3/01/05/01/3331,Kicukiro,SectorB,Commercial,R2,384,4.252178108408959,70.51738517820597,11.127741261903811,0.2494865453800939,32588462.385600284,84865.78746250074
3/00/05/01/0350,Nyarugenge,SectorD,Mixed-use,R1,315,1.0443498801298243,193.85850191008902,4.47652368542815,0.39230591095958706,28638808.805450175,90916.85335063547
3/04/05/01/0114,Kicukiro,SectorD,Residential,C2,1136,2.5997422007796285,127.27885234007016,12.952772109194354,0.938368185438788,81231009.19815105,71506.17006879493
3/00/05/01/0400,Kicukiro,SectorB,Residential,C1,1489,12.757426270037435,226.77279104653252,3.430416141005472,0.9650560747100221,105273395.57839444,70700.73578132602
3/06/05/01/4726,Rubavu,SectorC,Agricultural,C2,276,11.502039998690464,272.39019156277067,6.568929051808664,0.48838808656661437,7189997.718479573,26050.7163713028
3/04/05/01/3004,Huye,SectorA,Residential,R3,1409,3.2428665615376353,234.67386067390387,4.490046857840479,0.3688184610710723,52508849.555036105,37266.74915190639
3/03/05/01/0783,Huye,SectorA,Mixed-use,A1,1207,6.040838627030164,145.97086969937507,5.329259613553839,0.7460093840929602,56019555.4632784,46412.224907438605
3/01/05/01/3041,Musanze,SectorB,Residential,R1,1377,5.789583104487311,73.93856051322355,14.43978210341141,0.721275131291035,58918500.48220842,42787.582049534074
3/05/05/01/0165,Musanze,SectorB,Agricultural,R3,391,10.914409241033942,24.86842743328765,8.732556902644099,0.4767064455623654,9483314.08890502,24254.00022737857
3/03/05/01/2443,Nyarugenge,SectorC,Agricultural,C1,1103,11.502328429270403,225.42108572617246,14.35853417226041,0.5892936738415939,53451572.96299854,48460.17494378834
3/03/05/01/2483,Musanze,SectorD,Agricultural,R3,844,5.573493453333171,76.6583531873867,9.133006419438496,0.9203242548520538,22664367.236358535,26853.515682889258
3/00/05/01/2340,Kicukiro,SectorD,Agricultural,R3,1058,10.29334147350396,206.54645131653803,7.2233009569089,0.7336012261446918,43083702.118998215,40721.83565122705
3/09/05/01/3409,Musanze,SectorA,Agricultural,R2,542,2.6242591579079537,32.32772876290277,9.900194913126906,0.6370384559031046,13779920.874299059,25424.208255164314
3/07/05/01/1177,Rubavu,SectorB,Mixed-use,C2,580,8.537378616550065,139.07240622183022,3.139316422951798,0.20297572865444735,27713694.660058595,47782.23217251482
3/05/05/01/0725,Huye,SectorD,Agricultural,R1,723,6.642438357958312,192.1941579837498,9.317794832911249,0.29659730871734413,16025986.85169275,22165.95691797061
3/01/05/01/0551,Musanze,SectorD,Mixed-use,A1,480,3.243158413671088,55.426238714150244,6.272171822441995,0.8058263826204006,24380973.24005317,50793.69425011077
3/02/05/01/3532,Gasabo,SectorC,Commercial,R3,674,7.9255920834321465,144.41049079182292,8.692611636515663,0.3755173684508608,59509290.056812584,88292.71521782283
3/09/05/01/3279,Musanze,SectorA,Mixed-use,R3,673,3.3432199215619045,138.478664872231,7.661744857732195,0.625367197264842,32858139.75800836,48823.38745617884
3/03/05/01/3433,Musanze,SectorB,Commercial,C2,1112,10.5276951051815,153.1166493607303,8.741212111410638,0.8734858906114571,65891270.32587877,59254.73950168954
3/06/05/01/2226,Musanze,SectorA,Mixed-use,R1,1070,5.397266373270092,58.242487380099135,11.251261124229933,0.36356106098602403,49475264.25965004,46238.564728644895
3/05/05/01/3595,Musanze,SectorB,Agricultural,R2,433,14.599585825979464,155.08620579045618,8.067185469440744,0.39667145535505777,10237037.074993655,23642.117956105438
3/08/05/01/3798,Gasabo,SectorD,Commercial,R2,1202,11.945587977084768,260.0444596391362,11.244085298735309,0.29646897289458796,103088366.54867347,85764.03207044382
3/00/05/01/2850,Gasabo,SectorD,Agricultural,A1,769,13.58141857789093,76.96922701847616,4.286533503298528,0.29792864534925356,29469863.632478688,38322.31941804771
3/09/05/01/1899,Gasabo,SectorB,Commercial,R2,456,10.264089413498198,266.5536817548355,10.75936022205856,0.3050294968661114,39486562.56509266,86593.33895853654
3/02/05/01/1582,Kicukiro,SectorD,Residential,R3,1049,1.5926892426348893,8.303795050432715,6.87100408609337,0.3054692942428114,67062062.416897364,63929.516126689574
3/07/05/01/4947,Huye,SectorC,Mixed-use,R3,561,14.388026194679359,196.02878562374752,14.390441599019193,0.41781960823675396,23842783.964631286,42500.506175813345
3/07/05/01/1617,Musanze,SectorD,Agricultural,R2,1003,2.4275571654809287,26.55230057967053,6.933828642661507,0.4412772859567389,24779949.263577003,24705.831768272186
3/09/05/01/2209,Rubavu,SectorC,Agricultural,A1,332,8.710720169210141,78.89792028530219,5.56679536828098,0.27735177307019443,8399938.448845666,25301.019424233935
3/04/05/01/3304,Nyarugenge,SectorA,Agricultural,R2,688,12.825728765138159,79.73350658908463,4.204349264705859,0.908132425804749,35456170.03013839,51535.130857759286
3/02/05/01/3542,Huye,SectorC,Mixed-use,R2,1156,6.039983332156821,196.2592144449945,7.051796490997033,0.970766929630358,54978931.199683346,47559.62906547002
3/05/05/01/1145,Gasabo,SectorC,Mixed-use,C2,671,2.3267585944843154,7.002511336958984,2.294147797131392,0.2551920069683676,50670606.58859668,75515.06198002485
3/07/05/01/2277,Gasabo,SectorA,Residential,C2,492,8.59598284771295,134.86459702644558,5.851698201508997,0.7380537560756986,34715683.31295001,70560.33193689026
3/02/05/01/2102,Gasabo,SectorC,Agricultural,C1,1010,3.7731162278414168,166.32573532834783,14.957596918666752,0.6528380583393474,42298985.01203524,41880.18318023291
3/07/05/01/1927,Huye,SectorC,Residential,C2,462,5.463925325112154,297.8802663653839,10.176400005131054,0.7840601332826633,18627442.466360096,40319.13953757597
3/03/05/01/1863,Huye,SectorA,Residential,R2,923,4.294557713436495,169.4678880768462,14.353326639494494,0.9032496036418001,38122024.778536975,41302.30203525133
3/09/05/01/4109,Gasabo,SectorB,Commercial,R3,1497,9.601053211919158,41.116053073912475,5.6785027528370495,0.40909367399072183,132475362.99618946,88493.89645704039
3/06/05/01/0146,Huye,SectorA,Commercial,R3,1262,1.132796070798973,20.541731613282433,1.328151159204272,0.2300774185650087,62520202.79319929,49540.57273629104
3/01/05/01/2311,Kicukiro,SectorD,Mixed-use,R2,1237,8.14525569280407,296.12866984780754,4.533740923697962,0.22469450603396882,87311685.90030892,70583.41624923922
3/06/05/01/3636,Musanze,SectorC,Agricultural,R3,1175,12.403048740932277,214.93698904059247,0.9240550624748012,0.9438080781900993,31128925.938751545,26492.70292659706
3/07/05/01/0687,Nyarugenge,SectorA,Residential,R2,894,4.953150866597188,28.881352154127995,13.149207405238375,0.783095843590673,76035099.78196026,85050.44718340074
3/02/05/01/1952,Huye,SectorA,Agricultural,A1,338,5.807741593200252,225.04702525022074,9.391159365841977,0.5326363514956554,7774819.567171346,23002.424754944812
3/04/05/01/1864,Nyarugenge,SectorA,Commercial,R2,1465,14.22910463511555,248.02410395470355,9.572325982302461,0.24994014694601072,149157901.79937017,101814.26743984313
3/04/05/01/3974,Nyarugenge,SectorB,Agricultural,R1,1044,12.199195910558123,83.18653140088423,0.7956565081810157,0.5561543681728023,50645958.09575113,48511.454114704145
3/02/05/01/0422,Rubavu,SectorA,Mixed-use,C2,339,9.698094286694541,103.54473987228691,10.990485758854206,0.5236219084590958,17191646.862883266,50712.82260437542
3/04/05/01/4384,Nyarugenge,SectorD,Agricultural,C2,1180,5.658727430121098,200.23243674048024,11.057358064144081,0.7907975176918471,59858026.24646653,50727.140886836045
3/02/05/01/3572,Musanze,SectorB,Residential,R3,1456,7.441375611368859,133.11363787494474,10.388814595074477,0.5618102100188868,60849836.44393091,41792.470085117384
3/04/05/01/0614,Huye,SectorC,Agricultural,R1,533,14.437074285667903,19.36498027797928,1.4701152717111161,0.23525268925630513,11462600.91636116,21505.817854336135
3/00/05/01/4440,Huye,SectorB,Mixed-use,A1,351,3.074506597790104,184.52755719459654,12.471341199478386,0.7981692202028114,16372604.320394486,46645.596354400244
3/07/05/01/0597,Huye,SectorD,Commercial,C1,705,1.860248061831025,245.0483863980571,14.107559293191038,0.7190123089275089,37674691.151700705,53439.2782293627
3/07/05/01/4557,Kicukiro,SectorD,Commercial,C1,507,13.478577439287587,106.21228195925093,2.4625848694612937,0.982892970499377,48870602.87353463,96391.72164405252
3/03/05/01/1803,Rubavu,SectorC,Mixed-use,R3,1058,10.151557319199895,256.0558968678316,13.97412143198886,0.9780627341275807,58129291.217115946,54942.61929784116
3/09/05/01/0969,Rubavu,SectorD,Agricultural,R3,412,12.907163127678933,263.9649567498864,8.24142918432774,0.7249432289781497,11228930.669458525,27254.68609091875
3/07/05/01/1547,Nyarugenge,SectorB,Mixed-use,R2,763,4.6291568200322155,41.08987990883167,14.136042971354852,0.56891342230456,71155358.12719698,93257.3501011756
3/00/05/01/3200,Rubavu,SectorC,Agricultural,C2,789,2.3077075446430237,222.00912431416515,0.6433013975911639,0.3524722408966608,20516086.92537101,26002.64502581877
3/05/05/01/4275,Musanze,SectorA,Mixed-use,R3,757,7.520333319171874,141.5853005994119,14.471608788431553,0.7278845105196388,37147755.12538276,49072.331737625835
3/08/05/01/1558,Huye,SectorA,Agricultural,C1,348,3.8672213491483367,114.46409676704177,9.513419982204223,0.21452637248566309,7506238.312087459,21569.650322090398
3/01/05/01/1791,Huye,SectorB,Commercial,A1,1074,3.7108679553229926,63.52958237820167,10.98929732193389,0.6912921235699581,58454706.389012024,54427.10092086781
3/07/05/01/3567,Nyarugenge,SectorD,Agricultural,C1,1075,10.55429420891108,124.57078876460801,8.328046333714344,0.4026167165339762,50724695.73788933,47185.76347710635
3/05/05/01/1845,Nyarugenge,SectorD,Agricultural,C2,216,5.909089961356261,76.23194731876875,0.9347658757377847,0.3436226339949334,10175621.827604327,47109.36031298299
3/03/05/01/2173,Kicukiro,SectorD,Residential,A1,1490,3.605850161153393,91.14415963001655,11.671884919297826,0.9151827135064867,106667972.78926724,71589.2434827297
3/09/05/01/4469,Gasabo,SectorC,Mixed-use,C2,881,5.355918748649437,25.58588215131969,0.15887698562303432,0.42605382164574074,68605197.77711512,77871.9611545007
3/08/05/01/3088,Nyarugenge,SectorB,Commercial,R1,458,8.403124565252483,240.16449280648524,14.524788093481526,0.24424054906267872,46465734.85893239,101453.56956098776
3/05/05/01/3065,Nyarugenge,SectorD,Agricultural,R2,645,2.569669502277784,197.21981891181377,9.142002046597092,0.612513493920626,32318799.254564706,50106.66551095303
3/00/05/01/0860,Nyarugenge,SectorB,Mixed-use,R3,1123,6.063325164730599,36.97810995140371,13.138995332793074,0.8265280232223222,110601341.3323028,98487.39210356437
